member_id_sha256,actual_label,predicted_label,phishing_probability,reconstructed_probability,additivity_error
4dfa9c36a368f6f40b10578b16af56e5f6301fa6e679cec2d1780b355f5d995f,1,1,8.833875243308142e-06,8.82773747162835e-06,6.137771679792792e-09
908a9f5e9b2585ee2b314a482fe02fbea414edfd96cf3a7b4565ab0d8d8af4d8,1,1,5.058169138316693e-06,5.053247605413258e-06,4.921532903434667e-09
6392d578bbc2cf3642df51fcffdbffcff0bc3c8d89706cbf5aeeaceb72c9cd6f,1,1,3.818427134816282e-06,3.8123610374141137e-06,6.06609740216868e-09
8be56e40ede36994f1d23239f12d5ff3509d83d016c6059219d78ed45bdc0a84,1,1,1.4995586326005395e-06,1.4927630042627094e-06,6.795628337830095e-09
c424a360112fb76a9700b2a285743907884171e9f13f6da510414ad33c90b0b0,1,1,3.0813779171579014e-06,3.074304071981615e-06,7.0738451762863974e-09
5f3e54477df45f174bd35e25831e1c716d06cb5c3e90ee42465f7d25abf47b17,1,1,6.118999397286551e-06,6.111568244593357e-06,7.43115269319361e-09
779d83fc102651c96cab0e20a3946fb4306011f2eabfc5931653c4716cb179a9,1,1,3.0260657468694774e-06,3.0207276244809123e-06,5.338122388565125e-09
dfd71c2c52ab1bb95a97cb1367708763b9d7c3d69a66d79f611a0eda14411df9,1,1,4.911448139743868e-06,4.906326519837911e-06,5.12161990595672e-09
30e6eb890b834c5d56df3e5a14f6efb0b5e8da91958d26cd613dfb8bca9c6330,1,1,6.787487218495869e-06,6.781896766006046e-06,5.59045248982315e-09
0a1b63af85447f81171cda10919e62f3a91b10cddc9e2e57c614a5de108f038a,1,1,4.295736177439835e-06,4.290210586899157e-06,5.525590540678138e-09
bbc072fe7458006ae71cca44c48799d90e790869853d2098542c4065004c998f,1,1,3.428808180272469e-06,3.422586664247884e-06,6.221516024584872e-09
9d19813c8ecba57b899780a469853f1c7b02fb4e4556e9f35f64cd5245712585,1,1,1.9568658675694905e-06,1.9505718562018437e-06,6.294011367646846e-09
b25c3a8323a650abac2b1a2d9b5e8abbb955306520fdf2662c9c3a0ad88dfe82,1,1,5.392419664129733e-06,5.384982134648553e-06,7.4375294811801496e-09
3fa1ced9616dfeb2b44b371aee496c17985a90d4f3faadf515cce1815f38f50c,1,1,7.381362729597107e-06,7.374426879536156e-06,6.935850060951765e-09
6059af4bd6132ee5d537b533437d2d3a9680237c3151db78104ec8fdff54e09d,1,1,1.3109900961483234e-06,1.304983038130647e-06,6.0070580176763144e-09
cfdb3d970888a6c743fc356d4dd92baf8854c0befddcade591247e06127235b5,1,1,1.482102045657907e-05,1.4815175270743719e-05,5.84518583535143e-09
661a9bc03bf6411750e82a4363e4f0359ea5a25de6709ced1203eea50e97ecfd,1,1,3.0494133910208276e-06,3.0438723453984906e-06,5.5410456223370375e-09
2051f1dfb62ff57ffc2e64b0e187249079e21bccb9dc325619da3846f7f226b4,1,1,1.4371260391721208e-06,1.430627088683245e-06,6.498950488875721e-09
791574d4a45ad0cb518856b065027b8d2c8d162ee870c84d981a0ee1ab795070,1,1,4.561989332074745e-06,4.556393190968677e-06,5.596141106067876e-09
10c59a370896ef99ebf1141951f6803f74aaa1f8735f614f45ceedbfa3ed4ec8,1,1,3.1611560926680937e-06,3.1541219664976694e-06,7.034126170424315e-09
50fdd17494523916f6d6eede803952fe28924cd1dd81e93139df2cbda97515f2,1,1,2.5697798766710633e-06,2.5626937356082458e-06,7.086141062817575e-09
2c5f86b0e801e7cfcfc8351d55cc72149b9ef2574377d1a70c6a09ef8c25a45d,1,1,1.4862032043927442e-06,1.4802250270506967e-06,5.97817734204753e-09
de4e2a694587b0ad4c9cc1a3af99d387f627bb38c2baa3f42756339b905b4d66,1,1,2.1314808703598587e-05,2.131017316431283e-05,4.635539285757773e-09
dc504a84148de88bc38560ee7ccd22af275f73a1366e8315df8fa244e32ad29d,1,1,7.004221185713533e-06,6.997432314248542e-06,6.788871464991075e-09
7959bd082c8c53d4a6c6f6adb08f1a22ccd1728e96179f2ed3b2855e704dcb0c,1,1,1.9689923331789316e-06,1.9636071745265937e-06,5.385158652337907e-09
e77def77b9e9286e77a679214daf202d6b52ae71fa0bd0bc7a81051b898c422c,1,1,1.5885340475252363e-06,1.5814053015428264e-06,7.1287459824098676e-09
cbb5675bba7aa302f0e47a81eb66ff7612bf6214886aca12e70dd7407d85e9a4,1,1,2.3145938680135814e-06,2.3081701889804407e-06,6.423679033140672e-09
623f82964aa49a7f8c6c8935e0c743503a13f111e8760443fead328eb0343a72,1,1,2.626849264664166e-06,2.6214360465126596e-06,5.413218151506527e-09
36b5dbbdf6cb4b1486c9e0bcd6b238a75be375465d0a9a82e1ec997db20f844e,1,1,1.213469671301759e-06,1.2072173229960015e-06,6.2523483057574936e-09
0f588008800132008501d6dcaaa8c2d39afb1ac15db38b5d076db4b46c19c20c,1,1,2.8549240835840095e-06,2.848288795209708e-06,6.635288374301496e-09
ebda18fed7b3110a197c280f4702308e62d981ea8a4cd05124466bee21191e40,1,1,2.2089588193052734e-06,2.202035794818258e-06,6.923024487015539e-09
17590ffa7701a3a0b6d32a0ef4547d42b338e6cb4a99c87b458a7b475bbf4234,1,1,2.04477193599395e-06,2.039475374693289e-06,5.296561300660585e-09
43b2472801169240f75db947c97d7e5814c4fc7a367256d76e17112b9230e81d,1,1,7.5961696089921205e-06,7.591148783181456e-06,5.02082581066432e-09
8a8428d1d0ca5f4c7204a5b617a3b1f9a11e927f070ed4266076ad7f08cccc0a,1,1,2.504521948165639e-06,2.499273670686364e-06,5.248277479275032e-09
c42420ab23bbcaeee5f03eece9c676f46d30b6b2900784ecc62a79e12d75b700,1,1,4.589757954254203e-06,4.583701033455956e-06,6.056920798247489e-09
bf1c9f493a55ea10fc104c0d29da7f493a35c09052fd8c9b630d766ae6fdc085,1,1,3.0678668172523516e-06,3.061018524208592e-06,6.848293043759668e-09
c9cf70c1a96b02567bc0e4cace464e426cf5dddd07e02d1a6f108e61b481f8d5,1,1,3.948943132048299e-06,3.943435365860726e-06,5.507766187573537e-09
6080d9dc459620221da3f1bba9d8d5154f7afcd0c7d787c798db56680c22e9bb,1,1,4.596774280773985e-06,4.5910951254612975e-06,5.679155312687811e-09
e02623195bb8110d46f6568411f8723da55a1dad1f9f72684aa68124be3e1713,1,1,6.3609824179078345e-06,6.356335597701435e-06,4.646820206399838e-09
03d2872248e94d41c1f1c1337dd2f1f052f69a5bba08123c7175f7a76be98985,1,1,3.0999478820570303e-06,3.0929434026161218e-06,7.00447944090854e-09
7559cb4994026b14ef860944eccb618af26e750d504db7371d5a4e30038e0f67,1,1,2.8688428375112096e-06,2.8632845631149095e-06,5.558274396300078e-09
e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0,0.9999800646482333,0.999980070178099,5.529865676479062e-09
b390bd5e794f569dff950c9b3f2f44c4ea3802509979dfc88d4ca481bf5cd1a2,0,0,0.9998490684332764,0.9998490724389204,4.0056440386848635e-09
4a625610fa3495f56d8a8f3f75afb05b9042450f12d731af20409cd6ce1b02ee,1,1,2.0046431945530685e-06,1.9980420897236506e-06,6.601104829417892e-09
5bec1a7f7602019019ab64baa6c418b4e74bb28cdf868792cb5db8f70c381f79,1,1,1.4940417097708547e-05,1.4932746537743569e-05,7.670559964978452e-09
bb523426704287de4db673dfa991348adbfb0f6747997d16ece3dbddde5b6ca8,1,1,1.2920975187569184e-06,1.2853217593034039e-06,6.775759453514496e-09
5ce3191848a053f85c11ac0ca476b61a2d2c7cea42ff65a32fbcb7f8e89bcddf,1,1,2.1691920473410065e-05,2.1686697355471907e-05,5.223117938157884e-09
5380f9c86e1f598d127014c414651f3327b419b4834f9e9b5f14e43adcd2e6b3,1,1,6.367831546061353e-06,6.363238574780272e-06,4.5929712810810486e-09
016efd9d2ececdf4b24bd4748dbe3f8580ebde5816373b5ca8c8eff588f18a53,1,1,2.552866013583177e-06,2.5475159335930364e-06,5.350079990140699e-09
437e9803b456628c1ab6cde83537bc8940186606cb7e06175faa4a4ef1d80b08,1,1,5.019352019353107e-06,5.013452935742624e-06,5.899083610483302e-09
b81daea908c1fc24523511d1fdac7f9929344b5d1d1efce8f561bb06e33b9504,1,1,1.7729035007851834e-06,1.7669778037965322e-06,5.925696988651197e-09
0705476b9be3b56650a58e90f07a5ae34a76ad1f61de2031ab0f9adc302caa00,0,0,0.9999441433917047,0.9999441486113435,5.219638832265616e-09
2032fbe93162c79ce34ea5159d584f58c0ff339ac0f1c78e71e7b2fd55ed8e34,1,1,4.475513497026462e-06,4.469192957823331e-06,6.320539203130693e-09
f2a120573f0f54a5671aa7c6d32e778cdf3ec8328f3b427ba87d81e6f37edd9e,0,0,0.9999978335518991,0.9999978421197899,8.567890841248982e-09
be84d06115bd35d4bc8bec0ae781929116db4f042e9a81d5f95704cda4e54e99,1,1,1.9939708495453345e-06,1.98739127704739e-06,6.579572497944497e-09
4491ab13854ab66dae8cfcaf1b17f644318f407c93b2af47e43faf4c183bb0b8,1,1,8.504281598820107e-06,8.498809048740341e-06,5.472550079765881e-09
f0ca23ea92c35095587766d5ee7b73e95d623fba4b9a5d3cf1e968f1a07301fd,0,0,0.99999505590621,0.9999950630930203,7.186810369042007e-09
f546782852f7f5fba0e9bdaf7f1b07a8a854701626234299ed1ca0d9733a4651,0,0,0.9999979571395269,0.999997969773046,1.2633519119731318e-08
5d87cd4c35296be12d15b4eb34d77d33add1e82073329e65096e29da3917aa19,0,0,0.9999980668423193,0.999998078048972,1.1206652716921894e-08
2f21a9118a260e2916ef543bdbd97b0c3a96e0eb8c839997fa571c090aaccb4d,0,0,0.9999896467177625,0.9999896553521059,8.634343462432525e-09
456026442e1b6fd871d26f81072c4b3d54770739b2a188159cfb780b2b52a6d8,1,1,2.9856998831068182e-06,2.9800612958985617e-06,5.638587208256496e-09
c7f5d63f1bc9a20865182d76a64d9be9c8efaf46a761e480b2a7efa8da88bb1d,0,0,0.9999900828718423,0.9999900914256109,8.553768582331145e-09
4e839ebf15eb6a62b9e69ce0e29dcbfe4f2fc3800e7cadeac78e5092568aed35,0,0,0.9999976562220902,0.9999976626650483,6.442958055963288e-09
bf9f61aa20a059288cb8dfe13ab3dc2ed98ad575d9b483f7bc833bae4a047272,1,1,2.1281612807566574e-06,2.1215067327884363e-06,6.6545479682211806e-09
bd1ec20460119cd09c66276412b084ad91e27e4a3974a4794a233ffe160dc98e,0,0,0.9999982861367473,0.9999982933818968,7.24514948036159e-09
c9a467f8b74f081ce36e1adae6d70266b5097c2b51f218d5970eaf80bfe58ed5,0,0,0.9999983248219111,0.9999983313453341,6.523423023985231e-09
219277d64715f29dcaf01678e24e3204a3367f98926a498006ab2bc6be847ae8,0,0,0.9998354234730975,0.9998354330968726,9.623775110156885e-09
3ae70bf86473accb0da131b564a9b1290f7faf308bb316b8bd2864a3cbd45146,0,0,0.9999979010012937,0.999997909532037,8.530743333956536e-09
7eeeba1920ee99adcf524beaec9ddbd5de5d92ba7b5db640bd5fb551d62dd4ef,0,0,0.9999446357776197,0.9999446439334851,8.155865427461606e-09
625f58ddd6b1a3324f42b6c99cd4a76036fe08b99d035707261b25f62ac3323c,0,0,0.9999979284498205,0.9999979357687717,7.31895122285664e-09
f831e4c92b1d7cd2c0c2ab2fb19cd6bd4be2547e2b193226208c1fc018967365,0,0,0.9999765927631432,0.9999765983751262,5.6119829894285544e-09
7e20bb6d866056613c09809db6c3621e92068e9517ad0d59f9d04008f68fe9ad,0,0,0.999981216068066,0.9999812235965014,7.528435430614877e-09
3be88de4912b2195dcd426b51b3cf3fdadf36524bde4d30d0668e42a83cf9dce,1,1,2.6783886428738413e-06,2.671483200378244e-06,6.905442495597214e-09
c8c3a92eabfc4db7638b3de31940681040abc80df920d04032abfa099e5eff38,0,0,0.9999782949778683,0.9999783008028185,5.8249501888596456e-09
5f3c77e120829e3992e8bee2bd262753214f04a9b8da8c32b4c2303cf8c7ca9e,0,0,0.9999971032734,0.9999971124007302,9.127330224956154e-09
5399061061e2a25930e373e8754ec704be835e3d70441b06bf9973ba72ddf1c0,0,0,0.9999943569464852,0.999994366771389,9.824903779431793e-09
d15a35438e98505fc13deae6df797d9d73d3861c485cd8a71d8bf2307ac44c4c,0,0,0.9999977102656508,0.9999977169523709,6.686720177562222e-09
c940349c53695dcbf6028eb1f12cf3bf65fcf4fd5557e51430357c1f4c134775,0,0,0.9999983300810582,0.9999983400778361,9.996777849963223e-09
1506de088bfd3a42ef1024e86b55b14d1151d0f8d5fdc0a14ab5a0765fd11232,1,1,2.270110252888813e-06,2.2635503159618153e-06,6.559936926997523e-09
cd6d48c655b28dad03ed2ec8572ed838df38988c3f284bdcf0ae6cb2d9587433,0,0,0.9999981584549678,0.9999981691164649,1.0661497129582642e-08
9c369da72c0941cca158b4cde6b3d57619cac7ce1a9a728f6e1d020be3c1a925,0,0,0.9999981113189021,0.9999981212340644,9.915162246798559e-09
c18e1c0e7d9930e1604e053a3a2c1ac2a212ae333cf0c7b573576d5e3cb479b4,0,0,0.9999885171351418,0.9999885250142008,7.879058960824636e-09
05ea5008ce54434ba078f3e2f8fb3a7e64af7f23e71f0e6c2128a2a280f8501f,0,0,0.9999967260802823,0.9999967352349515,9.154669133870641e-09
f7c69638ec002effcfcef01f1fa018338aaeb629b4f90bc05979800fafc06497,0,0,0.9999965600933223,0.9999965701471946,1.0053872290249899e-08
c50034001b897899afa30f7c626464f895800026b476e2e4f32c336fde27ca6a,0,0,0.9999978752663397,0.9999978854082876,1.014194794812795e-08
2d01f33f76a507bca4fb21a78672f6009443ef0a1e8601d81978adc57a0d1149,0,0,0.9999960271118665,0.9999960367356034,9.623736918484838e-09
1d681a11d6dc1ee634b9f2a877d376b483f825e4836d4eba872ce98488592539,0,0,0.9999962083426339,0.999996212490554,4.1479201184912995e-09
af0d486a106649fa882fffa61973a814b908f8ee38cc3fadd87f6feef5048d74,0,0,0.9999932325954903,0.9999932370122797,4.416789378680619e-09
38504c425701dbf8d9a747c3d97e54f3151bca8eaa3102d97e5ce87bd6201f56,0,0,0.9999962679778038,0.9999962725574305,4.57962667788081e-09
e3b1ed49c0264728e3158ae0453de458a4072ea16f9f53616538d5947b6b34d6,0,0,0.9999788595976046,0.999978866235808,6.638203431386103e-09
98815b6ef78f5dca702a9ebe205511bb246c0703534c9d4d769d6eeb09e0b1e1,0,0,0.9999900828718423,0.9999900915536358,8.681793506326585e-09
be0b72f897d91fb8e0c86964845ce60cf1906f38349b1eaaaba6a9e0694293fe,0,0,0.9999981607238705,0.9999981686858935,7.96202304087501e-09
fd2bc1e2c6cc4dd2f03054a55c7654587855b40c3c5984014b66bada47e1c663,0,0,0.9999896512057284,0.9999896598044008,8.598672440740529e-09
1cea8cf23631a4a696a6f154e3d673bde9588df37baef52956bd35012cb15929,0,0,0.9999981259593386,0.999998135980443,1.0021104390744995e-08
8dab59c8a6d362c7abd53adb7c7f36ea6059fb436696accc8ec6a1a92818191b,0,0,0.9999967327107163,0.9999967434220446,1.0711328268797615e-08
f0a2e6cd50db932bad1c32d4cc8a8447c0a9647619d082e65085e951ab8d8853,0,0,0.9999985060979213,0.9999985147039961,8.606074852757217e-09
5e7eb8e2c8859e3331f1ed5ab8c5da95aae5d2ebf970009122d1fe9902803ca0,0,0,0.999998242356346,0.9999982503392204,7.9828743615451e-09
c29f4c3e1122baa5003bf6e34ef1f7ad527548566ac87b9f8f757c7185df0469,0,0,0.9999985758270546,0.999998584076956,8.249901317647357e-09
941b9f50e18ea961c95fc7c830279f3b6e1af3ee3423fa88b1e20e173587d0cc,1,1,1.9493827454475365e-06,1.9436837195296874e-06,5.699025917849099e-09
d04c130e03642935f3e76bc3e473d04cba66cd38180b25934b2338312c547839,0,0,0.999997511705659,0.9999975229094601,1.1203801109083145e-08
92799e852afc0abed98123b1dd8bf144c1f3fb710564f217bfe3a76b93082a57,0,0,0.9999922499812316,0.9999922618733545,1.1892122953049977e-08
098b9b93458c145ecc6486bbea89f272f238aa59745eea6b95f05f6e9b7a2cbd,0,0,0.9999966407213147,0.9999966468229776,6.101662952673337e-09
ef7a961e0af9e852c9698d9d90f477a26f17f5cdd851a89986ff850a42e8e8be,0,0,0.9999889673013388,0.999988973374157,6.072818248270551e-09
db18d0f99e29f9cf267bf891b2b075cd73f56718b953c0a22b97b8fedd1742ce,0,0,0.9999980280399663,0.9999980356337158,7.593749518086668e-09
a9accd2174ca2d4cf854b0d06fad9daf846268de7e8567474c28e260a1f2c3ff,1,1,1.4412616664571942e-06,1.4343414092010676e-06,6.920257256126661e-09
d78c5864b0776afe4952950c8f80046c874cc4496c891db5ae855afad655f3dc,0,0,0.9999944238755415,0.9999944314191636,7.543622060346422e-09
a31011a34414070f473dcfacbee95c82c335796a2df6ca980c0f4c0107800860,0,0,0.9999985068311572,0.999998517563535,1.07323777642776e-08
6475148ac312039d69ac38eac3a773b4b516ae61c28da783cbb97e721ce631f9,0,0,0.9999979955670218,0.9999980060038588,1.0436836950233896e-08
