,URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
NoOfObfuscatedChar,0.459094097850203,0.011304388428913367,0.00035415187066286177,-0.032256584065052975,-0.004371391250905671,0.0012071890223491813,-0.0290295239021363,0.0019023770524796001,-0.0014774248421659348,0.2918575517791222,1.0,0.34946682084583824,0.24256288012609278,0.0018697385188106185,0.7212156849311785,0.04570794069590728,0.7545426882253207,0.024794781586182243,0.786450656956016,0.5657660490798913,0.033965957075380186,-0.0041142161306644935,-0.0030893069854107027,0.00038877478856758416,0.000688480610870159,-0.013344899041750291,-0.012952509739275314,-0.008381112996566456,-0.005227009855584477,-0.007117824209140336,-0.0012909668753401883,-0.0024665208071571482,-0.011134682458836523,-0.0007574255373293223,-0.0031233163397739994,-0.002610721778021944,-0.012009039501702767,0.0006808118617588786,0.003493510405720351,0.006897108255944189,0.0047572551119422005,0.0014812215546161573,-0.0014720880082738246,0.0021685602137413683,-0.003829784081079767,-0.0005773203257351959,-0.0033557310412545395,-0.004827943488155161,-0.0016013263249993225,-0.0035150240540169258,-0.015314565572224246
ObfuscationRatio,0.1274722769995171,0.02162677260819464,0.0009770348260253908,-0.07898883861116796,-0.021257295794271658,-0.01099285584001785,-0.04462340801768788,-0.004028495305033179,0.00246091020778135,0.798790752588807,0.34946682084583824,1.0,0.09534878616773775,0.028305170830004892,0.1440494766992388,0.07114622483150138,0.10932362467625173,0.06757367057371494,0.34557444137620397,0.13052831868456555,0.0757103864265086,-0.0119399427354435,-0.009643634003726214,0.002851673133730438,-0.004298526381733678,-0.0365223021329677,-0.03240543536574455,-0.019349127866698845,-0.009450878828790806,-0.012432227742750239,0.004020179518435727,-0.006738965587337109,-0.028880558454801454,-0.002070344890122421,-0.0076621837576979135,-0.0056604909164424564,-0.03233926528809957,-0.0008710035577924274,-0.00010018825008041209,0.014638042021333664,-0.005004544456584997,-0.008352966299668972,-0.004154918593906415,-0.015128012719977662,-0.01049524519632897,-0.0023623859357798905,-0.013051392197723423,-0.013189478080071882,-0.0038060828431306045,-0.010588213053427857,-0.0419147398600309
NoOfLettersInURL,0.9560469859044239,0.27760152453370346,0.24430003092494504,-0.44911979470489144,-0.252761137386783,-0.004863937524260144,-0.2147006953478114,0.04834266366122211,0.05414476076396226,0.1337741838509324,0.24256288012609278,0.09534878616773775,1.0,0.4170037577927522,0.6479507561850816,0.23290370870293245,0.49353116687663023,0.4639701921564713,0.3272676551582445,0.6524969898097502,0.18339778450476701,0.013452437808785826,-0.06736614531810117,0.04658481211279544,-0.08516159226390513,-0.23374077055504525,-0.20571102584897144,-0.10769223286863064,-0.07911814199145607,-0.09287333371217209,0.03537597194464184,-0.00147881189491403,-0.16564447883645544,-0.012029345537455575,-0.048431994194012104,-0.03938774054094592,-0.19934896528231796,-0.07749528672683277,-0.08514109504795055,0.0233828994524085,-0.038875114818229535,-0.06684544956480475,-0.02706737279517903,-0.14542053203777439,-0.07206305995933161,-0.01623566677742999,-0.08849871235775278,-0.0832572431332984,-0.025965320888984726,-0.06528640888161799,-0.2580904986712053
LetterRatioInURL,0.3126321034974079,0.5478538027950636,-0.002629855905059943,-0.4917606715810191,-0.30444842700245883,0.1284664480388052,0.04557728800595143,0.16460806387648824,-0.04703370614201397,0.04271601366857538,0.0018697385188106185,0.028305170830004892,0.4170037577927522,1.0,0.044946424972135364,-0.0921782093706899,0.06685260626586999,0.16757819763022305,0.019987933246765302,0.28150263332844044,0.11577504513104671,-0.004062249676919876,-0.09884095973747449,0.044399291498756224,-0.12283964583789296,-0.3208684930821873,-0.2793961075590244,-0.190201174862428,-0.09030516517282174,-0.1382205501799907,0.030569141859938764,-0.01655297791719504,-0.23996563231419218,-0.016221117437842637,-0.054833448093683845,-0.049074746750333666,-0.27627050379794316,-0.14680928855277856,-0.14926329926957244,0.024449389194239918,-0.051357747508177586,-0.09006976921282274,-0.03496708442361123,-0.24146806284344582,-0.10773174938860042,-0.023209990221223997,-0.1269832037337382,-0.126915933982945,-0.039404586534836396,-0.09079864051946197,-0.36779433694229197
NoOfDegitsInURL,0.8358093990245988,0.13170862101833847,0.22470335632374028,-0.2995911255026198,-0.15849740198887788,-0.02910075993345213,-0.2907338995280241,0.011448468564219088,0.03875769265258171,0.15770179531146644,0.7212156849311785,0.1440494766992388,0.6479507561850816,0.044946424972135364,1.0,0.42937465334403907,0.8060244216238699,0.3244214494473161,0.6575097505530466,0.7674765491355231,0.15661015616321652,-0.011489033054790312,-0.04585489267416608,0.0369798887322594,-0.05751142551721868,-0.14737463680274218,-0.13508452127260842,-0.07192291706785917,-0.061815333180434376,-0.06850717262829209,0.015821018472153666,-0.007463938392848584,-0.11359217073321862,-0.008518030403495877,-0.037207521924997905,-0.02636875454866957,-0.138908610470652,-0.06219078612937597,-0.05713340141622241,0.00882227179915403,-0.017051455815369557,-0.04131453368027973,-0.0193668412474751,-0.10010331051863551,-0.04764282733708758,-0.01119038018711324,-0.058646472179846226,-0.05573580432403131,-0.01754686326690234,-0.04517495165992275,-0.177980409934032
DegitRatioInURL,0.3043789774836634,0.2896281575497287,0.1612568381236877,-0.5612379424583164,-0.3438804391015684,-0.09083148186401437,-0.7088752996288782,0.02057305022989793,0.06619206222042713,0.08266034121620845,0.04570794069590728,0.07114622483150138,0.23290370870293245,-0.0921782093706899,0.42937465334403907,1.0,0.13871701079166024,0.24896995340762346,0.08255206260679723,0.36621932032889404,0.3744921565704397,-0.10018510692659567,-0.11260790847651399,0.06816911613543772,-0.13527064811190506,-0.33448323424062104,-0.31503881442920284,-0.18047635721517116,-0.1597801023058747,-0.1891060828346949,0.014810427192935188,-0.012484483942396003,-0.29683942255360934,-0.020612914913803442,-0.09520416948311043,-0.06251394988305621,-0.3384763277113953,-0.21856578098698087,-0.17155431022911768,-0.022151480197221348,-0.041966561203440604,-0.10998022815930622,-0.04919206943946433,-0.3043355173705031,-0.11427949286274103,-0.02818161401075231,-0.1497123980985689,-0.13572971020844532,-0.0455241408135746,-0.1101856329498299,-0.432032148469367
NoOfEqualsInURL,0.685091345799589,0.020032828574254393,0.28835084428499674,-0.16107479659435742,-0.06851730918375633,-0.009375908184313308,-0.10336321551405649,0.006096472592603386,0.01870877526265987,0.1327755474197269,0.7545426882253207,0.10932362467625173,0.49353116687663023,0.06685260626586999,0.8060244216238699,0.13871701079166024,1.0,0.42675930009103225,0.6949691156122412,0.7846540804023515,0.12303858895182042,0.0019272711883847606,-0.019168528069864493,0.0037457321418929044,-0.011982058354561205,-0.06703265256514787,-0.06251928639355411,-0.024657269859416048,-0.030156816244256836,-0.0163814504577423,0.013525303309743435,0.005443298989021395,-0.0421828879544347,-0.003693323355541553,-0.013536311651346668,-0.012977999581085259,-0.05971464311221875,-0.014693747472091472,-0.011113634339142616,0.007295612031748813,-0.008107510942718225,-0.01650931325969929,-0.0068777069445113345,-0.01915299271645594,-0.020480529352466366,-0.004563341212014873,-0.02611366427397193,-0.024252130411087435,-0.007599191582588702,-0.01927834576426128,-0.07696317102518686
NoOfQMarkInURL,0.47490143708610355,0.06447665232947458,0.38952348867810643,-0.3417220810120667,-0.14534657720358465,-0.036019205419248516,-0.193289736760593,0.005701677280275794,0.02909250263072906,0.10678179616510501,0.024794781586182243,0.06757367057371494,0.4639701921564713,0.16757819763022305,0.3244214494473161,0.24896995340762346,0.42675930009103225,1.0,0.10641414048500658,0.47141875898195806,0.23789938466991015,-0.01466228973764675,-0.04488288106149647,0.01060005125932829,-0.048003385885181236,-0.15285789419160176,-0.13280037958736568,-0.0548305001244344,-0.056504193811963956,-0.051810125105873815,0.006694893058238998,0.0026739873554001317,-0.1090419448095635,-0.008383191161770501,-0.03456814934312296,-0.02724940096187498,-0.13580013725546666,-0.04312774755173618,-0.041419457075136674,0.01410604637650191,-0.030802175763919033,-0.050671072283080286,-0.017333748495035883,-0.07948898699953777,-0.04680654088733463,-0.010864737930206876,-0.06268777785241192,-0.05536508876240748,-0.015783106377977533,-0.04496040571294202,-0.17562142325541866
NoOfAmpersandInURL,0.5003868541440458,0.01632027113395754,0.17881412539225486,-0.07534642205482091,-0.034872407791852335,-0.011254950144085896,-0.05523049870249352,-0.0024128670173228627,0.024868330795287573,0.33526709252936904,0.786450656956016,0.34557444137620397,0.3272676551582445,0.019987933246765302,0.6575097505530466,0.08255206260679723,0.6949691156122412,0.10641414048500658,1.0,0.5380205945955558,0.07157871164246264,-0.0014474229099084629,-0.007894995526056665,0.0026247081080906375,0.00020052082564064292,-0.03015533518230249,-0.03029908982508792,-0.018764372641267738,-0.014674856426167542,0.001187105205060094,0.021406037262721774,-0.005141073206242893,-0.006920904626586187,-0.0017123567954989856,-0.0042960653086659825,-0.006153428994511616,-0.027202349201066383,0.011716391869656805,0.017725278612389667,0.005485889229624976,-0.002159217550703345,-0.0013143446176269663,-0.0025345042616964617,0.011859726222571858,-0.008791035735368222,-0.001891531048455367,-0.010538696532350521,-0.010865173082761716,-0.003257234584612471,-0.008330526952861345,-0.034621922367701924
NoOfOtherSpecialCharsInURL,0.7825819191340411,0.2729298362816265,0.2858461541656512,-0.5405543777661652,-0.42554154669972655,-0.09430741807283158,-0.30703831037479595,-0.013363395359760053,0.16447112116095722,0.16643184142987924,0.5657660490798913,0.13052831868456555,0.6524969898097502,0.28150263332844044,0.7674765491355231,0.36621932032889404,0.7846540804023515,0.47141875898195806,0.5380205945955558,1.0,0.5292677179878852,-0.02725256845391886,-0.09533126201047706,0.0543989695604041,-0.10913980036649297,-0.34998112303685747,-0.33145568639437445,-0.14064809430860628,-0.1271619618333225,-0.13352907045737128,0.027163039836476867,-0.01432706475422361,-0.24418566626364963,-0.017132427377323504,-0.08168520622469146,-0.057011123364711994,-0.283350735346469,-0.14595820601095813,-0.13214781130814837,-0.0032266259446954025,-0.041399960327973453,-0.10351529849742024,-0.04009997921421452,-0.2205358054856121,-0.09834556216837484,-0.022104509694060148,-0.12251370361033892,-0.11206795597798463,-0.03649693910323723,-0.09205767665765176,-0.3588907898975622
SpacialCharRatioInURL,0.19911163631548812,0.18280338826264683,0.11548398401042351,-0.6048853774297273,-0.711019988229347,-0.2802745526610964,-0.39698227853123097,-0.13947062284591819,0.2833428448235289,0.08608527324109332,0.033965957075380186,0.0757103864265086,0.18339778450476701,0.11577504513104671,0.15661015616321652,0.3744921565704397,0.12303858895182042,0.23789938466991015,0.07157871164246264,0.5292677179878852,1.0,-0.10743657810971105,-0.14721234063541466,0.044884396300515335,-0.1567071668663206,-0.5877578876313345,-0.5609440449674293,-0.2018514649587827,-0.20891680814771452,-0.20937468075066365,0.03210429078180644,-0.016629274936996338,-0.37924791336419017,-0.025299127446559315,-0.14503354983799494,-0.0901992621228165,-0.4300952982514862,-0.28632638072677014,-0.23455338358867578,-0.07444618747347995,-0.07045136996611057,-0.18417450419326162,-0.06487779510724875,-0.3848040163121437,-0.14692903133408197,-0.031864360133424106,-0.1959544607001934,-0.16268732982717865,-0.05492836959950354,-0.13894958329345639,-0.5335367395646079
IsHTTPS,0.013117230777536393,-0.019217986793710312,-0.011740601253481813,0.34638920448274346,0.08917039773485942,0.04376435442039425,0.16115908627574876,-0.03950108953677394,-0.1093658536185791,-0.014200840680550659,-0.0041142161306644935,-0.0119399427354435,0.013452437808785826,-0.004062249676919876,-0.011489033054790312,-0.10018510692659567,0.0019272711883847606,-0.01466228973764675,-0.0014474229099084629,-0.02725256845391886,-0.10743657810971105,1.0,0.17131400871814795,0.015022544282984234,0.42882996571636905,0.22047106949990777,0.22074877804221127,0.34339484427459727,0.2881002108581712,0.48004066500380693,0.004520343837427657,-0.13595022467254986,0.43174326247828,0.028556967876521462,0.1404947845137246,0.10021141538507294,0.479354800980931,0.3933630060768322,0.368530748448128,0.1313486034060802,0.16213470945151684,0.2639653023870688,0.061947939550817704,0.4648355346102751,0.17066440249600878,0.042893032162664234,0.23501041909560735,0.19272256173858449,0.06825191448983979,0.15921455489009484,0.6091318990621681
LineOfCode,-0.06063647765413158,-0.07517097633839852,-0.01621100184410168,0.23114725328602914,0.1333512149422973,0.041658476112744286,0.12488380955823056,-0.02719758590044769,-0.0035148413528573704,-0.011577196841905363,-0.0030893069854107027,-0.009643634003726214,-0.06736614531810117,-0.09884095973747449,-0.04585489267416608,-0.11260790847651399,-0.019168528069864493,-0.04488288106149647,-0.007894995526056665,-0.09533126201047706,-0.14721234063541466,0.17131400871814795,1.0,0.0074387487399976615,0.13157238007339997,0.15826221650219754,0.1462717929299708,0.15502316781741815,0.09357991782892001,0.17063664394875816,0.05726729290905663,0.009543967089484589,0.20856315383577484,0.036931460740658825,0.21840851313587456,0.0654583510494193,0.26063753556711633,0.22453915063938112,0.221019623464342,0.16113985092737362,0.18476688797626706,0.2296688094506241,0.09615906571016586,0.2260339283015147,0.39537683068960267,0.13512411992867532,0.19729743434050084,0.404282252803115,0.13138243807902006,0.3121033397902547,0.27225690388519175
LargestLineLength,0.04521923929832912,0.06713094000422393,0.002159382884956477,-0.07849633215672248,-0.06886090891430324,-0.025271856145442095,-0.058659895708166855,0.0059786124942793,0.01114901593251156,0.005220319909632142,0.00038877478856758416,0.002851673133730438,0.04658481211279544,0.044399291498756224,0.0369798887322594,0.06816911613543772,0.0037457321418929044,0.01060005125932829,0.0026247081080906375,0.0543989695604041,0.044884396300515335,0.015022544282984234,0.0074387487399976615,1.0,-0.027766611708066435,-0.037308360122797854,-0.03736858073299794,-0.017776778318234352,0.01761916735503275,0.006271519312082686,0.0008759428093037242,-0.010293852495521469,-0.028222208006778524,-0.0017417206231953354,0.004276803835539677,-0.002173117868848143,-0.026013735183665027,0.005233586897781838,0.001742549367538327,0.02526502483870764,0.026350696929094343,0.033250890313422585,0.015132613632116987,-0.011908600639499627,0.0006094338770699469,-0.0009544537907426188,0.004904788371173507,-0.0024146249339036295,0.0003097311951643494,-0.0018443852909127486,-0.041110561921196165
HasTitle,-0.07545554895139764,-0.10713284695677343,-0.004601836994316226,0.3521232218391707,0.16452928929289196,0.005597146669786881,0.1569418719852088,-0.1040549337623733,-0.0632070129715512,-0.0061501828560068484,0.000688480610870159,-0.004298526381733678,-0.08516159226390513,-0.12283964583789296,-0.05751142551721868,-0.13527064811190506,-0.011982058354561205,-0.048003385885181236,0.00020052082564064292,-0.10913980036649297,-0.1567071668663206,0.42882996571636905,0.13157238007339997,-0.027766611708066435,1.0,0.40064169969984187,0.4170604994177883,0.27761205175195547,0.23462484435707062,0.45896135477818534,0.014514332648874558,0.06515816452661125,0.353031405558286,0.020926224100802446,0.10395192158062178,0.08573333523655784,0.36278840662760736,0.31327789212142465,0.3059932284534917,0.12084399857800983,0.12750748722064373,0.20124695492863834,0.052584415447367264,0.3802748282656977,0.13024776433177096,0.03333161649019158,0.18461639046318484,0.1464719287706269,0.05352333289457822,0.1214347369081615,0.4597246819667884
DomainTitleMatchScore,-0.215876938173771,-0.2964926650510586,-0.052032791583083444,0.6040447116510508,0.5509426553147708,0.2985648683675919,0.3613294629836694,0.17462232590239965,-0.3120684920691921,-0.045751238943474506,-0.013344899041750291,-0.0365223021329677,-0.23374077055504525,-0.3208684930821873,-0.14737463680274218,-0.33448323424062104,-0.06703265256514787,-0.15285789419160176,-0.03015533518230249,-0.34998112303685747,-0.5877578876313345,0.22047106949990777,0.15826221650219754,-0.037308360122797854,0.40064169969984187,1.0,0.9610084343550412,0.2620910508412914,0.23313538571767756,0.31220189796938036,-0.00322718146793221,0.03901212651151976,0.4264633244023462,0.026376377045114054,0.15251590003529478,0.09937450285750594,0.46020838922618346,0.320470435591779,0.2825650220720529,0.08538818734439135,0.11021245932167842,0.2195849306880853,0.07694284691090457,0.4421227065333944,0.16271236656778873,0.039421254874439385,0.214414105851812,0.17584491810611905,0.059316810419644816,0.14919842698152402,0.5849045815469741
